,R,n_sites,from_sec,to_sec,type,transport_per_sec_per_particle,transport_per_sec_per_particle_sem,total_sim_time_sec
6027,29,4,6.5e-05,8e-05,kap,81.2990088716529,10.495656914102694,0.7380163772318826
13569,35,4,6.5e-05,8e-05,kap,42.85619181948563,10.101301283796577,0.4200093203758682
12149,42,4,6.5e-05,8e-05,kap,0.0,0.0,0.2430053925031809
8297,49,4,6.5e-05,8e-05,kap,6.6018208828238665,6.6018208828238665,0.15147336132698275
9671,17,6,6.5e-05,8e-05,kap,4748.16907686204,36.184469703915546,3.6264504741224695
6761,20,6,6.5e-05,8e-05,kap,4230.572784455979,43.36142117560581,2.2500499305850084
10517,24,6,6.5e-05,8e-05,kap,3328.6670067826467,51.33800615375368,1.262968026370236
7427,29,6,6.5e-05,8e-05,kap,2604.2782508552827,59.403316492787454,0.7380163772318826
11615,35,6,6.5e-05,8e-05,kap,2064.2905634090257,72.30894462383584,0.3948087611533162
12685,42,6,6.5e-05,8e-05,kap,1966.1200636587691,90.40229684168854,0.2405753385781491
9957,49,6,6.5e-05,8e-05,kap,1895.38277545873,111.3007089469264,0.15300339527978055
15811,17,8,6.5e-05,8e-05,kap,3601.5330536564006,32.002566439449474,3.5165580355126984
2463,20,8,6.5e-05,8e-05,kap,3014.155333982609,36.60047630064884,2.2500499305850084
14105,24,8,6.5e-05,8e-05,kap,2048.8614205724193,39.86836120514178,1.2890086042335396
12201,29,8,6.5e-05,8e-05,kap,1272.8632702127488,41.73883090129857,0.7306362134595639
12423,35,8,6.5e-05,8e-05,kap,826.172142297861,44.351244380784046,0.4200093203758682
517,42,8,6.5e-05,8e-05,kap,776.3605238182673,57.39022131358973,0.2357152307280855
3075,49,8,6.5e-05,8e-05,kap,575.1506353116155,61.31126373041043,0.15300339527978055
7461,24,12,6.5e-05,8e-05,kap,659.7395837444112,22.510024111874472,1.302028893165191
1967,29,12,6.5e-05,8e-05,kap,422.91908655455865,24.059026239629176,0.7306362134595639
3317,35,12,6.5e-05,8e-05,kap,328.5641372827228,27.969236763503197,0.4200093203758682
12373,42,12,6.5e-05,8e-05,kap,336.69286502401746,37.41031833600193,0.2405753385781491
6865,49,12,6.5e-05,8e-05,kap,568.6148326376198,60.96190895654869,0.15300339527978055
187,24,16,6.5e-05,8e-05,kap,0.0,0.0,1.2759883153018876
7269,29,16,6.5e-05,8e-05,kap,0.0,0.0,0.7380163772318826
13839,35,16,6.5e-05,8e-05,kap,0.0,0.0,0.4200093203758682
13193,42,16,6.5e-05,8e-05,kap,0.0,0.0,0.2405753385781491
3319,49,16,6.5e-05,8e-05,kap,26.143210695982518,13.071605347991259,0.15300339527978055
3379,49,24,6.5e-05,8e-05,kap,0.0,0.0,0.14994332737418495
9304,17,1,6.5e-05,8.5e-05,inert,34.12440522206185,2.6565813435515095,4.835249110607961
12296,20,1,6.5e-05,8.5e-05,inert,6.66654380418199,1.4906845121130983,3.0000552891370478
4256,24,1,6.5e-05,8.5e-05,inert,0.0,0.0,1.701311354101025
13176,29,1,6.5e-05,8.5e-05,inert,0.0,0.0,0.9840181348369516
4338,35,1,6.5e-05,8.5e-05,inert,0.0,0.0,0.5600103206389155
3656,42,1,6.5e-05,8.5e-05,inert,0.0,0.0,0.3207659115145331
7606,17,2,6.5e-05,8.5e-05,inert,37.878089796488624,2.7848525475360684,4.884090010715113
6622,20,2,6.5e-05,8.5e-05,inert,10.43751807725463,1.8746335866752413,2.9700547362456766
2338,24,2,6.5e-05,8.5e-05,inert,0.0,0.0,1.6665907142214125
7312,29,2,6.5e-05,8.5e-05,inert,0.0,0.0,0.974177953488582
8506,35,2,6.5e-05,8.5e-05,inert,0.0,0.0,0.5544102174325263
10082,42,2,6.5e-05,8.5e-05,inert,0.0,0.0,0.317525851802265
8796,17,4,6.5e-05,8.5e-05,inert,49.30628346371387,3.209565674326354,4.7864082105008094
10560,20,4,6.5e-05,8.5e-05,inert,7.7439650250598895,1.6147283296788435,2.9700547362456766
2648,24,4,6.5e-05,8.5e-05,inert,0.5760262503613472,0.5760262503613472,1.736031993980638
2300,29,4,6.5e-05,8.5e-05,inert,0.0,0.0,0.974177953488582
5592,35,4,6.5e-05,8.5e-05,inert,0.0,0.0,0.5600103206389155
9690,42,4,6.5e-05,8.5e-05,inert,0.0,0.0,0.32400597122680114
11752,49,4,6.5e-05,8.5e-05,inert,0.0,0.0,0.201963722064706
2584,17,6,6.5e-05,8.5e-05,inert,69.90332706095091,3.802239737869189,4.835249110607961
12108,20,6,6.5e-05,8.5e-05,inert,10.666470086691184,1.8855833324057,3.0000552891370478
11640,24,6,6.5e-05,8.5e-05,inert,0.593841495217884,0.593841495217884,1.6839510341612185
13138,29,6,6.5e-05,8.5e-05,inert,0.0,0.0,0.9840181348369516
13870,35,6,6.5e-05,8.5e-05,inert,0.0,0.0,0.5264097014005805
6878,42,6,6.5e-05,8.5e-05,inert,0.0,0.0,0.3207659115145331
10716,49,6,6.5e-05,8.5e-05,inert,0.0,0.0,0.20400375966131926
6906,17,8,6.5e-05,8.5e-05,inert,41.16256379911211,2.96294617637989,4.688726410286508
3982,20,8,6.5e-05,8.5e-05,inert,10.884153149684883,1.924064624903776,2.9400541833543063
7502,24,8,6.5e-05,8.5e-05,inert,0.5877818881238239,0.5877818881238239,1.701311354101025
14308,29,8,6.5e-05,8.5e-05,inert,0.0,0.0,0.9643377721402124
14310,35,8,6.5e-05,8.5e-05,inert,0.0,0.0,0.5544102174325263
5740,42,8,6.5e-05,8.5e-05,inert,0.0,0.0,0.314285792089997
6610,49,8,6.5e-05,8.5e-05,inert,0.0,0.0,0.20400375966131926
15494,24,12,6.5e-05,8.5e-05,inert,0.5818446973346943,0.5818446973346943,1.7186716740408314
8610,29,12,6.5e-05,8.5e-05,inert,0.0,0.0,0.974177953488582
4222,35,12,6.5e-05,8.5e-05,inert,0.0,0.0,0.5600103206389155
4994,42,12,6.5e-05,8.5e-05,inert,0.0,0.0,0.3207659115145331
7786,49,12,6.5e-05,8.5e-05,inert,0.0,0.0,0.20400375966131926
532,24,16,6.5e-05,8.5e-05,inert,0.0,0.0,1.6839510341612185
15878,29,16,6.5e-05,8.5e-05,inert,0.0,0.0,0.974177953488582
12458,35,16,6.5e-05,8.5e-05,inert,0.0,0.0,0.5544102174325263
15534,42,16,6.5e-05,8.5e-05,inert,0.0,0.0,0.3207659115145331
11334,49,16,6.5e-05,8.5e-05,inert,0.0,0.0,0.201963722064706
15816,49,24,6.5e-05,8.5e-05,inert,0.0,0.0,0.1958436092748664
9305,17,1,6.5e-05,8.5e-05,kap,191.0966692435461,6.286618871497876,4.835249110607961
12297,20,1,6.5e-05,8.5e-05,kap,62.998838949519865,4.582491240960429,3.0000552891370478
4257,24,1,6.5e-05,8.5e-05,kap,9.40451020998118,2.3511275524952957,1.701311354101025
13177,29,1,6.5e-05,8.5e-05,kap,3.0487243006929847,1.7601817956900483,0.9840181348369516
4339,35,1,6.5e-05,8.5e-05,kap,0.0,0.0,0.5600103206389155
3657,42,1,6.5e-05,8.5e-05,kap,0.0,0.0,0.3207659115145331
7607,17,2,6.5e-05,8.5e-05,kap,341.92654032505936,8.367092619863836,4.884090010715113
6623,20,2,6.5e-05,8.5e-05,kap,110.77236927150896,6.1070784069606106,2.9700547362456766
2339,24,2,6.5e-05,8.5e-05,kap,15.600710947286485,3.0595511363897843,1.6665907142214125
7313,29,2,6.5e-05,8.5e-05,kap,0.0,0.0,0.974177953488582
8507,35,2,6.5e-05,8.5e-05,kap,0.0,0.0,0.5544102174325263
10083,42,2,6.5e-05,8.5e-05,kap,0.0,0.0,0.317525851802265
8797,17,4,6.5e-05,8.5e-05,kap,2000.456204089236,20.443707400306803,4.7864082105008094
10561,20,4,6.5e-05,8.5e-05,kap,1010.0823945730301,18.441497081549407,2.9700547362456766
2649,24,4,6.5e-05,8.5e-05,kap,332.94317270885875,13.848610304246936,1.736031993980638
2301,29,4,6.5e-05,8.5e-05,kap,95.46510436513388,9.899270175904247,0.974177953488582
5593,35,4,6.5e-05,8.5e-05,kap,46.42771577912461,9.105224181895997,0.5600103206389155
9691,42,4,6.5e-05,8.5e-05,kap,6.172725744612956,4.364776232420602,0.32400597122680114
11753,49,4,6.5e-05,8.5e-05,kap,4.951384287122693,4.951384287122693,0.201963722064706
2585,17,6,6.5e-05,8.5e-05,kap,4750.1172069110025,31.34315685024254,4.835249110607961
12109,20,6,6.5e-05,8.5e-05,kap,4249.588347975811,37.63646295251596,3.0000552891370478
11641,24,6,6.5e-05,8.5e-05,kap,3356.3921309714788,44.64487564764452,1.6839510341612185
13139,29,6,6.5e-05,8.5e-05,kap,2597.5131041904237,51.378015149522895,0.9840181348369516
13871,35,6,6.5e-05,8.5e-05,kap,2120.0217188831007,63.46119018722035,0.5264097014005805
6879,42,6,6.5e-05,8.5e-05,kap,2104.3383220271444,80.99601977922781,0.3207659115145331
10717,49,6,6.5e-05,8.5e-05,kap,1946.0425663678293,97.66907667902737,0.20400375966131926
6907,17,8,6.5e-05,8.5e-05,kap,3614.6276231468955,27.76542563818386,4.688726410286508
3983,20,8,6.5e-05,8.5e-05,kap,3011.1689948175103,32.00294151479306,2.9400541833543063
7503,24,8,6.5e-05,8.5e-05,kap,2072.518937524604,34.90256572618399,1.701311354101025
14309,29,8,6.5e-05,8.5e-05,kap,1293.1153751578752,36.61879497641906,0.9643377721402124
14311,35,8,6.5e-05,8.5e-05,kap,829.7105383992729,38.6854533252491,0.5544102174325263
5741,42,8,6.5e-05,8.5e-05,kap,820.908887685641,51.107554997616575,0.314285792089997
6611,49,8,6.5e-05,8.5e-05,kap,588.2244533101755,53.697300325687934,0.20400375966131926
15495,24,12,6.5e-05,8.5e-05,kap,674.3580042109106,19.808372695790176,1.7186716740408314
8611,29,12,6.5e-05,8.5e-05,kap,411.62910591848055,20.555776614313928,0.974177953488582
4223,35,12,6.5e-05,8.5e-05,kap,321.42264770163143,23.957429658960496,0.5600103206389155
4995,42,12,6.5e-05,8.5e-05,kap,355.39936105347357,33.28619990078829,0.3207659115145331
7787,49,12,6.5e-05,8.5e-05,kap,563.7151010889181,52.56670422430909,0.20400375966131926
533,24,16,6.5e-05,8.5e-05,kap,0.0,0.0,1.6839510341612185
15879,29,16,6.5e-05,8.5e-05,kap,0.0,0.0,0.974177953488582
12459,35,16,6.5e-05,8.5e-05,kap,0.0,0.0,0.5544102174325263
15535,42,16,6.5e-05,8.5e-05,kap,0.0,0.0,0.3207659115145331
11335,49,16,6.5e-05,8.5e-05,kap,24.756921435613464,11.071631848730677,0.201963722064706
15817,49,24,6.5e-05,8.5e-05,kap,0.0,0.0,0.1958436092748664
4498,42,1,6.5e-05,9e-05,inert,0.0,0.0,0.3726060259543879
11746,42,2,6.5e-05,9e-05,inert,0.0,0.0,0.3969064189514129
10234,42,4,6.5e-05,9e-05,inert,0.0,0.0,0.40500654995042135
4716,49,4,6.5e-05,9e-05,inert,0.0,0.0,0.2524540828024293
8316,42,6,6.5e-05,9e-05,inert,0.0,0.0,0.4009564844509171
9350,49,6,6.5e-05,9e-05,inert,0.0,0.0,0.2550041240428579
2770,42,8,6.5e-05,9e-05,inert,0.0,0.0,0.3928563534519088
1958,49,8,6.5e-05,9e-05,inert,0.0,0.0,0.2550041240428579
11694,49,12,6.5e-05,9e-05,inert,0.0,0.0,0.2550041240428579
5210,42,16,6.5e-05,9e-05,inert,0.0,0.0,0.3928563534519088
2474,49,16,6.5e-05,9e-05,inert,0.0,0.0,0.2524540828024293
3412,49,24,6.5e-05,9e-05,inert,0.0,0.0,0.061200989770285985
4499,42,1,6.5e-05,9e-05,kap,0.0,0.0,0.3726060259543879
11747,42,2,6.5e-05,9e-05,kap,0.0,0.0,0.3969064189514129
10235,42,4,6.5e-05,9e-05,kap,7.4072876114404655,4.2765994964301335,0.40500654995042135
4717,49,4,6.5e-05,9e-05,kap,3.9611163697542593,3.9611163697542593,0.2524540828024293
8317,42,6,6.5e-05,9e-05,kap,2112.4486891885776,72.58459596074486,0.4009564844509171
9351,49,6,6.5e-05,9e-05,kap,1945.066582204129,87.33606773973992,0.2550041240428579
2771,42,8,6.5e-05,9e-05,kap,817.0925509527112,45.60565893803766,0.3928563534519088
1959,49,8,6.5e-05,9e-05,kap,584.3042757024502,47.868071395120545,0.2550041240428579
11695,49,12,6.5e-05,9e-05,kap,572.53976008428,47.38372769047374,0.2550041240428579
5211,42,16,6.5e-05,9e-05,kap,0.0,0.0,0.3928563534519088
2475,49,16,6.5e-05,9e-05,kap,39.611163697542594,12.526149805401163,0.2524540828024293
3413,49,24,6.5e-05,9e-05,kap,0.0,0.0,0.061200989770285985
13056,49,8,6.5e-05,9.5e-05,inert,0.0,0.0,0.01836026930546381
10462,49,12,6.5e-05,9.5e-05,inert,0.0,0.0,0.3029444435401526
11096,42,16,6.5e-05,9.5e-05,inert,0.0,0.0,0.029160427720442517
4912,49,16,6.5e-05,9.5e-05,inert,0.0,0.0,0.2968243537716647
13057,49,8,6.5e-05,9.5e-05,kap,653.585184419323,188.67379108142367,0.01836026930546381
10463,49,12,6.5e-05,9.5e-05,kap,524.8487087003653,41.62321006969452,0.3029444435401526
11097,42,16,6.5e-05,9.5e-05,kap,0.0,0.0,0.029160427720442517
4913,49,16,6.5e-05,9.5e-05,kap,37.05895375573483,11.173694975536772,0.2968243537716647
44,49,8,6.5e-05,0.0001,inert,0.0,0.0,0.02142029116835613
6044,49,12,6.5e-05,0.0001,inert,0.0,0.0,0.3534348042778757
1646,42,16,6.5e-05,0.0001,inert,0.0,0.0,0.034020462443859735
6194,49,16,6.5e-05,0.0001,inert,0.0,0.0,0.34629470722175704
45,49,8,6.5e-05,0.0001,kap,700.2705930608108,180.80908965088744,0.02142029116835613
6045,49,12,6.5e-05,0.0001,kap,497.97019950990995,37.53591610347257,0.3534348042778757
1647,42,16,6.5e-05,0.0001,kap,0.0,0.0,0.034020462443859735
6195,49,16,6.5e-05,0.0001,kap,37.540279215631145,10.411800123630245,0.34629470722175704
6634,20,0,7e-05,7.500000000000001e-05,inert,44.441803295748755,44.441803295748755,0.02250133716098911
10938,24,0,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.1215272218579288
6774,17,1,7e-05,7.500000000000001e-05,inert,34.39599026575144,5.307416523268951,1.221072563269678
462,20,1,7e-05,7.500000000000001e-05,inert,2.6665081977449208,1.885506028714953,0.7500445720329717
15156,24,1,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.4296855344262489
14058,29,1,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.24601461962681476
5446,35,1,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
4352,42,1,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.08019476564176535
9994,17,2,7e-05,7.500000000000001e-05,inert,36.85284671330511,5.493698027688662,1.221072563269678
13372,20,2,7e-05,7.500000000000001e-05,inert,4.040163935977152,2.3325897360066272,0.7425441263126421
7822,24,2,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.4166647606557565
402,29,2,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.24601461962681476
8996,35,2,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
534,42,2,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.07938471750396975
11762,17,4,7e-05,7.500000000000001e-05,inert,39.30970316085879,5.6738669254215255,1.221072563269678
13776,20,4,7e-05,7.500000000000001e-05,inert,9.332778692107224,3.527458780074052,0.7500445720329717
6152,24,4,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.4340257923497463
15686,29,4,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.24601461962681476
4982,35,4,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
4742,42,4,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.08100481377956095
10506,49,4,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.05100303089824208
4738,17,6,7e-05,7.500000000000001e-05,inert,64.52350266302578,7.305848022791176,1.2088618376369813
3876,20,6,7e-05,7.500000000000001e-05,inert,5.3330163954898415,2.6665081977449208,0.7500445720329717
11888,24,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.421005018579254
1660,29,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.24601461962681476
10566,35,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.13160782090605214
1430,42,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.08019476564176535
7876,49,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.05100303089824208
14430,57,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.02340139064742872
10342,66,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.01617096097303087
2624,75,6,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.010360615688348784
8246,17,8,7e-05,7.500000000000001e-05,inert,34.61550321295554,5.4060333564343965,1.1844403863715878
10586,20,8,7e-05,7.500000000000001e-05,inert,10.666032790979683,3.7710120574299055,0.7500445720329717
13110,24,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.4296855344262489
1144,29,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.2435544734305466
7558,35,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
3878,42,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.07857466936617412
14364,49,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.05100303089824208
1530,57,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.01462586915464294
10148,66,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.012180723849815459
13904,75,8,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.012740757130266749
10584,24,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.4340257923497463
10262,29,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.2435544734305466
13086,35,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
7694,42,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.08019476564176535
11830,49,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.05100303089824208
458,57,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.007475444234595271
11908,66,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.00945056160761544
9446,75,12,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.006300374405076959
5762,24,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.42534527650275145
5044,29,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.24601461962681476
3646,35,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.14000832011282138
14216,42,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.08100481377956095
15442,49,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.05100303089824208
4602,57,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.0039002317745714453
10662,66,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.0021001248016923172
8194,75,16,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.004060241283271815
3226,49,24,7e-05,7.500000000000001e-05,inert,0.0,0.0,0.050493000589259665
6635,20,0,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.02250133716098911
10939,24,0,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.1215272218579288
6775,17,1,7e-05,7.500000000000001e-05,kap,195.7295636551096,12.660692983178597,1.221072563269678
463,20,1,7e-05,7.500000000000001e-05,kap,73.32897543798532,9.887677030972034,0.7500445720329717
15157,24,1,7e-05,7.500000000000001e-05,kap,6.981850119776184,4.0309730460944015,0.4296855344262489
14059,29,1,7e-05,7.500000000000001e-05,kap,8.129598163856468,5.748493989984612,0.24601461962681476
5447,35,1,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.14000832011282138
4353,42,1,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.08019476564176535
9995,17,2,7e-05,7.500000000000001e-05,kap,341.5030462099612,16.723476123304064,1.221072563269678
13373,20,2,7e-05,7.500000000000001e-05,kap,111.77786889536793,12.269215062524687,0.7425441263126421
7823,24,2,7e-05,7.500000000000001e-05,kap,16.800076850711445,6.349832193393668,0.4166647606557565
403,29,2,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.24601461962681476
8997,35,2,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.14000832011282138
535,42,2,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.07938471750396975
11763,17,4,7e-05,7.500000000000001e-05,kap,2028.5444735301505,40.75881323485725,1.221072563269678
13777,20,4,7e-05,7.500000000000001e-05,kap,1002.6070823520912,36.56131838575414,0.7500445720329717
6153,24,4,7e-05,7.500000000000001e-05,kap,350.20960200797316,28.405749665686088,0.4340257923497463
15687,29,4,7e-05,7.500000000000001e-05,kap,81.29598163856465,18.17833412414053,0.24601461962681476
4983,35,4,7e-05,7.500000000000001e-05,kap,42.854596035186226,17.495315569884223,0.14000832011282138
4743,42,4,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.08100481377956095
10507,49,4,7e-05,7.500000000000001e-05,kap,19.606677924595008,19.606677924595008,0.05100303089824208
4739,17,6,7e-05,7.500000000000001e-05,kap,4761.503606774057,62.76011417637764,1.2088618376369813
3877,20,6,7e-05,7.500000000000001e-05,kap,4295.744706567069,75.67905415463527,0.7500445720329717
11889,24,6,7e-05,7.500000000000001e-05,kap,3251.7427099085444,87.88493810563631,0.421005018579254
1661,29,6,7e-05,7.500000000000001e-05,kap,2609.601010597927,102.99273659864294,0.24601461962681476
10567,35,6,7e-05,7.500000000000001e-05,kap,1846.3948291755746,118.44628351720573,0.13160782090605214
1431,42,6,7e-05,7.500000000000001e-05,kap,2107.3694604325283,162.10534311019444,0.08019476564176535
7877,49,6,7e-05,7.500000000000001e-05,kap,1921.4544366103112,194.096208838304,0.05100303089824208
14431,57,6,7e-05,7.500000000000001e-05,kap,1367.4401014076518,241.73154214294274,0.02340139064742872
10343,66,6,7e-05,7.500000000000001e-05,kap,2040.6950492945832,355.2394107015982,0.01617096097303087
2625,75,6,7e-05,7.500000000000001e-05,kap,2123.425929671389,452.7159293340183,0.010360615688348784
8247,17,8,7e-05,7.500000000000001e-05,kap,3530.781327721465,54.598260580259314,1.1844403863715878
10587,20,8,7e-05,7.500000000000001e-05,kap,2891.8281404543677,62.09300863620244,0.7500445720329717
13111,24,8,7e-05,7.500000000000001e-05,kap,2045.682085094422,68.9991442237764,0.4296855344262489
1145,29,8,7e-05,7.500000000000001e-05,kap,1215.3338669199568,70.63984615742001,0.2435544734305466
7559,35,8,7e-05,7.500000000000001e-05,kap,778.5251613058825,74.56918632048115,0.14000832011282138
3879,42,8,7e-05,7.500000000000001e-05,kap,827.2386065932603,102.60632101074164,0.07857466936617412
14365,49,8,7e-05,7.500000000000001e-05,kap,529.3803039640651,101.87928699911295,0.05100303089824208
1531,57,8,7e-05,7.500000000000001e-05,kap,752.0920557742088,226.76428698273614,0.01462586915464294
10149,66,8,7e-05,7.500000000000001e-05,kap,82.09692727047171,82.09692727047171,0.012180723849815459
13905,75,8,7e-05,7.500000000000001e-05,kap,706.3944401404319,235.46481338014405,0.012740757130266749
10585,24,12,7e-05,7.500000000000001e-05,kap,670.467067002107,39.30347553051809,0.4340257923497463
10263,29,12,7e-05,7.500000000000001e-05,kap,394.1623352172834,40.229024879425,0.2435544734305466
13087,35,12,7e-05,7.500000000000001e-05,kap,278.5548742287105,44.60447774365166,0.14000832011282138
7695,42,12,7e-05,7.500000000000001e-05,kap,386.55889510892507,69.42802710717488,0.08019476564176535
11831,49,12,7e-05,7.500000000000001e-05,kap,607.8070156624452,109.16536262204616,0.05100303089824208
459,57,12,7e-05,7.500000000000001e-05,kap,535.0852570725605,267.5426285362802,0.007475444234595271
11909,66,12,7e-05,7.500000000000001e-05,kap,529.0690868541511,236.60688859992456,0.00945056160761544
9447,75,12,7e-05,7.500000000000001e-05,kap,952.3243563374722,388.78479044187173,0.006300374405076959
5763,24,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.42534527650275145
5045,29,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.24601461962681476
3647,35,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.14000832011282138
14217,42,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.08100481377956095
15443,49,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.05100303089824208
4603,57,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.0039002317745714453
10663,66,16,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.0021001248016923172
8195,75,16,7e-05,7.500000000000001e-05,kap,738.8723454342462,426.58814753323225,0.004060241283271815
3227,49,24,7e-05,7.500000000000001e-05,kap,0.0,0.0,0.050493000589259665
4514,17,1,7e-05,8e-05,inert,33.98740264793584,3.730602100622319,2.4420812869923987
12774,20,1,7e-05,8e-05,inert,5.33315580827369,1.8855553185773744,1.5000499305850117
6668,24,1,7e-05,8e-05,inert,0.0,0.0,0.8593486042335415
13626,29,1,7e-05,8e-05,inert,0.0,0.0,0.4920163772318839
4,35,1,7e-05,8e-05,inert,0.0,0.0,0.28000932037586884
10562,42,1,7e-05,8e-05,inert,0.0,0.0,0.16038533857814946
6988,17,2,7e-05,8e-05,inert,37.67278365795299,3.9276592051685033,2.4420812869923987
720,20,2,7e-05,8e-05,inert,8.080539103444986,2.33265071328563,1.4850494312791618
10356,24,2,7e-05,8e-05,inert,0.0,0.0,0.8333077374385859
2614,29,2,7e-05,8e-05,inert,0.0,0.0,0.4920163772318839
5686,35,2,7e-05,8e-05,inert,0.0,0.0,0.28000932037586884
11484,42,2,7e-05,8e-05,inert,0.0,0.0,0.15876528465311768
990,17,4,7e-05,8e-05,inert,44.25766196092413,4.278549673747359,2.417660474122475
3958,20,4,7e-05,8e-05,inert,7.333089236376325,2.2110095955685507,1.5000499305850117
8050,24,4,7e-05,8e-05,inert,0.0,0.0,0.8680288931651934
5102,29,4,7e-05,8e-05,inert,0.0,0.0,0.4920163772318839
7482,35,4,7e-05,8e-05,inert,0.0,0.0,0.28000932037586884
15576,42,4,7e-05,8e-05,inert,0.0,0.0,0.16200539250318124
6534,49,4,7e-05,8e-05,inert,0.0,0.0,0.100983361326983
140,17,6,7e-05,8e-05,inert,71.14315754466313,5.424614907254188,2.417660474122475
7216,20,6,7e-05,8e-05,inert,10.66631161654738,2.6665779041368447,1.5000499305850117
15444,24,6,7e-05,8e-05,inert,1.1876653452079868,1.1876653452079868,0.8419880263702377
9330,29,6,7e-05,8e-05,inert,0.0,0.0,0.4920163772318839
10490,35,6,7e-05,8e-05,inert,0.0,0.0,0.2632087611533168
3754,42,6,7e-05,8e-05,inert,0.0,0.0,0.16038533857814946
11990,49,6,7e-05,8e-05,inert,0.0,0.0,0.1020033952797808
130,17,8,7e-05,8e-05,inert,36.25664188095565,3.9325849611013846,2.3443980355127034
7250,20,8,7e-05,8e-05,inert,7.333089236376325,2.2110095955685507,1.5000499305850117
2484,24,8,7e-05,8e-05,inert,0.0,0.0,0.8593486042335415
13634,29,8,7e-05,8e-05,inert,0.0,0.0,0.487096213459565
2632,35,8,7e-05,8e-05,inert,0.0,0.0,0.28000932037586884
6196,42,8,7e-05,8e-05,inert,0.0,0.0,0.15714523072808587
1652,49,8,7e-05,8e-05,inert,0.0,0.0,0.1020033952797808
11490,24,12,7e-05,8e-05,inert,0.0,0.0,0.8680288931651934
7906,29,12,7e-05,8e-05,inert,0.0,0.0,0.487096213459565
13554,35,12,7e-05,8e-05,inert,0.0,0.0,0.28000932037586884
11390,42,12,7e-05,8e-05,inert,0.0,0.0,0.16038533857814946
7316,49,12,7e-05,8e-05,inert,0.0,0.0,0.1020033952797808
15850,24,16,7e-05,8e-05,inert,0.0,0.0,0.8506683153018897
